src,dst,kappa,delta,w_raw,w_aug
11299,16948,1,0.000021281356,0.584962500721,0.584983782077
11299,8474,2,0.000021281356,-0.415037499279,-0.415016217923
11300,7108,1,0.000021279473,0.584962500721,0.584983780194
11300,3554,2,0.000021279473,-0.415037499279,-0.415016219806
11301,16951,1,0.000021277590,0.584962500721,0.584983778311
11301,18317,2,0.000021277590,-0.415037499279,-0.415016221689
11302,7111,1,0.000021275707,0.584962500721,0.584983776428
11302,13397,2,0.000021275707,-0.415037499279,-0.415016223572
11303,16954,1,0.000021273824,0.584962500721,0.584983774546
11303,8477,2,0.000021273824,-0.415037499279,-0.415016225454
11304,7114,1,0.000021271942,0.584962500721,0.584983772664
11304,3557,2,0.000021271942,-0.415037499279,-0.415016227336
11305,16957,1,0.000021270061,0.584962500721,0.584983770782
11305,18320,2,0.000021270061,-0.415037499279,-0.415016229218
11306,7117,1,0.000021268179,0.584962500721,0.584983768900
11306,13400,2,0.000021268179,-0.415037499279,-0.415016231100
11307,16960,1,0.000021266298,0.584962500721,0.584983767019
11307,8480,2,0.000021266298,-0.415037499279,-0.415016232981
11308,7120,1,0.000021264418,0.584962500721,0.584983765139
11308,3560,2,0.000021264418,-0.415037499279,-0.415016234861
11309,16963,1,0.000021262537,0.584962500721,0.584983763258
11309,18323,2,0.000021262537,-0.415037499279,-0.415016236742
11310,7123,1,0.000021260657,0.584962500721,0.584983761378
11310,13403,2,0.000021260657,-0.415037499279,-0.415016238622
11311,16966,1,0.000021258777,0.584962500721,0.584983759499
11311,8483,2,0.000021258777,-0.415037499279,-0.415016240501
11312,7126,1,0.000021256898,0.584962500721,0.584983757619
11312,3563,2,0.000021256898,-0.415037499279,-0.415016242381
11313,16969,1,0.000021255019,0.584962500721,0.584983755740
11313,18326,2,0.000021255019,-0.415037499279,-0.415016244260
11314,7129,1,0.000021253140,0.584962500721,0.584983753861
11314,13406,2,0.000021253140,-0.415037499279,-0.415016246139
11315,16972,1,0.000021251262,0.584962500721,0.584983751983
11315,8486,2,0.000021251262,-0.415037499279,-0.415016248017
11316,7132,1,0.000021249384,0.584962500721,0.584983750105
11316,3566,2,0.000021249384,-0.415037499279,-0.415016249895
11317,16975,1,0.000021247506,0.584962500721,0.584983748227
11317,18329,2,0.000021247506,-0.415037499279,-0.415016251773
11318,7135,1,0.000021245629,0.584962500721,0.584983746350
11318,13409,2,0.000021245629,-0.415037499279,-0.415016253650
11319,16978,1,0.000021243752,0.584962500721,0.584983744473
11319,8489,2,0.000021243752,-0.415037499279,-0.415016255527
11320,7138,1,0.000021241875,0.584962500721,0.584983742596
11320,3569,2,0.000021241875,-0.415037499279,-0.415016257404
11321,16981,1,0.000021239999,0.584962500721,0.584983740720
11321,18332,2,0.000021239999,-0.415037499279,-0.415016259280
11322,7141,1,0.000021238122,0.584962500721,0.584983738844
11322,13412,2,0.000021238122,-0.415037499279,-0.415016261156
11323,16984,1,0.000021236247,0.584962500721,0.584983736968
11323,8492,2,0.000021236247,-0.415037499279,-0.415016263032
11324,7144,1,0.000021234371,0.584962500721,0.584983735093
11324,3572,2,0.000021234371,-0.415037499279,-0.415016264907
11325,16987,1,0.000021232496,0.584962500721,0.584983733217
11325,18335,2,0.000021232496,-0.415037499279,-0.415016266783
11326,7147,1,0.000021230622,0.584962500721,0.584983731343
11326,13415,2,0.000021230622,-0.415037499279,-0.415016268657
11327,16990,1,0.000021228747,0.584962500721,0.584983729468
11327,8495,2,0.000021228747,-0.415037499279,-0.415016270532
11328,7150,1,0.000021226873,0.584962500721,0.584983727594
11328,3575,2,0.000021226873,-0.415037499279,-0.415016272406
11329,16993,1,0.000021224999,0.584962500721,0.584983725720
11329,18338,2,0.000021224999,-0.415037499279,-0.415016274280
11330,7153,1,0.000021223126,0.584962500721,0.584983723847
11330,13418,2,0.000021223126,-0.415037499279,-0.415016276153
11331,16996,1,0.000021221253,0.584962500721,0.584983721974
11331,8498,2,0.000021221253,-0.415037499279,-0.415016278026
11332,7156,1,0.000021219380,0.584962500721,0.584983720101
11332,3578,2,0.000021219380,-0.415037499279,-0.415016279899
11333,16999,1,0.000021217508,0.584962500721,0.584983718229
11333,18341,2,0.000021217508,-0.415037499279,-0.415016281771
11334,7159,1,0.000021215636,0.584962500721,0.584983716357
11334,13421,2,0.000021215636,-0.415037499279,-0.415016283643
11335,17002,1,0.000021213764,0.584962500721,0.584983714485
11335,8501,2,0.000021213764,-0.415037499279,-0.415016285515
11336,7162,1,0.000021211892,0.584962500721,0.584983712614
11336,3581,2,0.000021211892,-0.415037499279,-0.415016287386
11337,17005,1,0.000021210021,0.584962500721,0.584983710742
11337,18344,2,0.000021210021,-0.415037499279,-0.415016289258
11338,7165,1,0.000021208150,0.584962500721,0.584983708872
11338,13424,2,0.000021208150,-0.415037499279,-0.415016291128
11339,17008,1,0.000021206280,0.584962500721,0.584983707001
11339,8504,2,0.000021206280,-0.415037499279,-0.415016292999
11340,7168,1,0.000021204410,0.584962500721,0.584983705131
11340,3584,2,0.000021204410,-0.415037499279,-0.415016294869
11341,17011,1,0.000021202540,0.584962500721,0.584983703261
11341,18347,2,0.000021202540,-0.415037499279,-0.415016296739
11342,7171,1,0.000021200671,0.584962500721,0.584983701392
11342,13427,2,0.000021200671,-0.415037499279,-0.415016298608
11343,17014,1,0.000021198802,0.584962500721,0.584983699523
11343,8507,2,0.000021198802,-0.415037499279,-0.415016300477
11344,7174,1,0.000021196933,0.584962500721,0.584983697654
11344,3587,2,0.000021196933,-0.415037499279,-0.415016302346
11345,17017,1,0.000021195064,0.584962500721,0.584983695785
11345,18350,2,0.000021195064,-0.415037499279,-0.415016304215
11346,7177,1,0.000021193196,0.584962500721,0.584983693917
11346,13430,2,0.000021193196,-0.415037499279,-0.415016306083
11347,17020,1,0.000021191328,0.584962500721,0.584983692050
11347,8510,2,0.000021191328,-0.415037499279,-0.415016307950
11348,7180,1,0.000021189461,0.584962500721,0.584983690182
11348,3590,2,0.000021189461,-0.415037499279,-0.415016309818
11349,17023,1,0.000021187594,0.584962500721,0.584983688315
11349,18353,2,0.000021187594,-0.415037499279,-0.415016311685
11350,7183,1,0.000021185727,0.584962500721,0.584983686448
11350,13433,2,0.000021185727,-0.415037499279,-0.415016313552
11351,17026,1,0.000021183860,0.584962500721,0.584983684582
11351,8513,2,0.000021183860,-0.415037499279,-0.415016315418
11352,7186,1,0.000021181994,0.584962500721,0.584983682715
11352,3593,2,0.000021181994,-0.415037499279,-0.415016317285
11353,17029,1,0.000021180128,0.584962500721,0.584983680850
11353,18356,2,0.000021180128,-0.415037499279,-0.415016319150
11354,7189,1,0.000021178263,0.584962500721,0.584983678984
11354,13436,2,0.000021178263,-0.415037499279,-0.415016321016
11355,17032,1,0.000021176398,0.584962500721,0.584983677119
11355,8516,2,0.000021176398,-0.415037499279,-0.415016322881
11356,7192,1,0.000021174533,0.584962500721,0.584983675254
11356,3596,2,0.000021174533,-0.415037499279,-0.415016324746
11357,17035,1,0.000021172668,0.584962500721,0.584983673390
11357,18359,2,0.000021172668,-0.415037499279,-0.415016326610
11358,7195,1,0.000021170804,0.584962500721,0.584983671525
11358,13439,2,0.000021170804,-0.415037499279,-0.415016328475
11359,17038,1,0.000021168940,0.584962500721,0.584983669662
11359,8519,2,0.000021168940,-0.415037499279,-0.415016330338
11360,7198,1,0.000021167077,0.584962500721,0.584983667798
11360,3599,2,0.000021167077,-0.415037499279,-0.415016332202
11361,17041,1,0.000021165214,0.584962500721,0.584983665935
11361,18362,2,0.000021165214,-0.415037499279,-0.415016334065
11362,7201,1,0.000021163351,0.584962500721,0.584983664072
11362,13442,2,0.000021163351,-0.415037499279,-0.415016335928
11363,17044,1,0.000021161488,0.584962500721,0.584983662209
11363,8522,2,0.000021161488,-0.415037499279,-0.415016337791
11364,7204,1,0.000021159626,0.584962500721,0.584983660347
11364,3602,2,0.000021159626,-0.415037499279,-0.415016339653
11365,17047,1,0.000021157764,0.584962500721,0.584983658485
11365,18365,2,0.000021157764,-0.415037499279,-0.415016341515
11366,7207,1,0.000021155903,0.584962500721,0.584983656624
11366,13445,2,0.000021155903,-0.415037499279,-0.415016343376
11367,17050,1,0.000021154041,0.584962500721,0.584983654762
11367,8525,2,0.000021154041,-0.415037499279,-0.415016345238
11368,7210,1,0.000021152180,0.584962500721,0.584983652902
11368,3605,2,0.000021152180,-0.415037499279,-0.415016347098
11369,17053,1,0.000021150320,0.584962500721,0.584983651041
11369,18368,2,0.000021150320,-0.415037499279,-0.415016348959
11370,7213,1,0.000021148460,0.584962500721,0.584983649181
11370,13448,2,0.000021148460,-0.415037499279,-0.415016350819
11371,17056,1,0.000021146600,0.584962500721,0.584983647321
11371,8528,2,0.000021146600,-0.415037499279,-0.415016352679
11372,7216,1,0.000021144740,0.584962500721,0.584983645461
11372,3608,2,0.000021144740,-0.415037499279,-0.415016354539
11373,17059,1,0.000021142881,0.584962500721,0.584983643602
11373,18371,2,0.000021142881,-0.415037499279,-0.415016356398
11374,7219,1,0.000021141022,0.584962500721,0.584983641743
11374,13451,2,0.000021141022,-0.415037499279,-0.415016358257
11375,17062,1,0.000021139163,0.584962500721,0.584983639884
11375,8531,2,0.000021139163,-0.415037499279,-0.415016360116
11376,7222,1,0.000021137305,0.584962500721,0.584983638026
11376,3611,2,0.000021137305,-0.415037499279,-0.415016361974
11377,17065,1,0.000021135447,0.584962500721,0.584983636168
11377,18374,2,0.000021135447,-0.415037499279,-0.415016363832
11378,7225,1,0.000021133589,0.584962500721,0.584983634310
11378,13454,2,0.000021133589,-0.415037499279,-0.415016365690
11379,17068,1,0.000021131732,0.584962500721,0.584983632453
11379,8534,2,0.000021131732,-0.415037499279,-0.415016367547
11380,7228,1,0.000021129875,0.584962500721,0.584983630596
11380,3614,2,0.000021129875,-0.415037499279,-0.415016369404
11381,17071,1,0.000021128018,0.584962500721,0.584983628740
11381,18377,2,0.000021128018,-0.415037499279,-0.415016371260
11382,7231,1,0.000021126162,0.584962500721,0.584983626883
11382,13457,2,0.000021126162,-0.415037499279,-0.415016373117
11383,17074,1,0.000021124306,0.584962500721,0.584983625027
11383,8537,2,0.000021124306,-0.415037499279,-0.415016374973
11384,7234,1,0.000021122450,0.584962500721,0.584983623171
11384,3617,2,0.000021122450,-0.415037499279,-0.415016376829
11385,17077,1,0.000021120595,0.584962500721,0.584983621316
11385,18380,2,0.000021120595,-0.415037499279,-0.415016378684
11386,7237,1,0.000021118740,0.584962500721,0.584983619461
11386,13460,2,0.000021118740,-0.415037499279,-0.415016380539
11387,17080,1,0.000021116885,0.584962500721,0.584983617606
11387,8540,2,0.000021116885,-0.415037499279,-0.415016382394
11388,7240,1,0.000021115031,0.584962500721,0.584983615752
11388,3620,2,0.000021115031,-0.415037499279,-0.415016384248
11389,17083,1,0.000021113177,0.584962500721,0.584983613898
11389,18383,2,0.000021113177,-0.415037499279,-0.415016386102
11390,7243,1,0.000021111323,0.584962500721,0.584983612044
11390,13463,2,0.000021111323,-0.415037499279,-0.415016387956
11391,17086,1,0.000021109470,0.584962500721,0.584983610191
11391,8543,2,0.000021109470,-0.415037499279,-0.415016389809
11392,7246,1,0.000021107617,0.584962500721,0.584983608338
11392,3623,2,0.000021107617,-0.415037499279,-0.415016391662
11393,17089,1,0.000021105764,0.584962500721,0.584983606485
11393,18386,2,0.000021105764,-0.415037499279,-0.415016393515
11394,7249,1,0.000021103911,0.584962500721,0.584983604633
11394,13466,2,0.000021103911,-0.415037499279,-0.415016395367
11395,17092,1,0.000021102059,0.584962500721,0.584983602780
11395,8546,2,0.000021102059,-0.415037499279,-0.415016397220
11396,7252,1,0.000021100208,0.584962500721,0.584983600929
11396,3626,2,0.000021100208,-0.415037499279,-0.415016399071
11397,17095,1,0.000021098356,0.584962500721,0.584983599077
11397,18389,2,0.000021098356,-0.415037499279,-0.415016400923
11398,7255,1,0.000021096505,0.584962500721,0.584983597226
11398,13469,2,0.000021096505,-0.415037499279,-0.415016402774
11399,17098,1,0.000021094654,0.584962500721,0.584983595375
11399,8549,2,0.000021094654,-0.415037499279,-0.415016404625
11400,7258,1,0.000021092804,0.584962500721,0.584983593525
11400,3629,2,0.000021092804,-0.415037499279,-0.415016406475
11401,17101,1,0.000021090954,0.584962500721,0.584983591675
11401,18392,2,0.000021090954,-0.415037499279,-0.415016408325
11402,7261,1,0.000021089104,0.584962500721,0.584983589825
11402,13472,2,0.000021089104,-0.415037499279,-0.415016410175
11403,17104,1,0.000021087254,0.584962500721,0.584983587975
11403,8552,2,0.000021087254,-0.415037499279,-0.415016412025
11404,7264,1,0.000021085405,0.584962500721,0.584983586126
11404,3632,2,0.000021085405,-0.415037499279,-0.415016413874
11405,17107,1,0.000021083556,0.584962500721,0.584983584277
11405,18395,2,0.000021083556,-0.415037499279,-0.415016415723
11406,7267,1,0.000021081708,0.584962500721,0.584983582429
11406,13475,2,0.000021081708,-0.415037499279,-0.415016417571
11407,17110,1,0.000021079859,0.584962500721,0.584983580581
11407,8555,2,0.000021079859,-0.415037499279,-0.415016419419
11408,7270,1,0.000021078012,0.584962500721,0.584983578733
11408,3635,2,0.000021078012,-0.415037499279,-0.415016421267
11409,17113,1,0.000021076164,0.584962500721,0.584983576885
11409,18398,2,0.000021076164,-0.415037499279,-0.415016423115
11410,7273,1,0.000021074317,0.584962500721,0.584983575038
11410,13478,2,0.000021074317,-0.415037499279,-0.415016424962
11411,17116,1,0.000021072470,0.584962500721,0.584983573191
11411,8558,2,0.000021072470,-0.415037499279,-0.415016426809
11412,7276,1,0.000021070623,0.584962500721,0.584983571344
11412,3638,2,0.000021070623,-0.415037499279,-0.415016428656
11413,17119,1,0.000021068777,0.584962500721,0.584983569498
11413,18401,2,0.000021068777,-0.415037499279,-0.415016430502
11414,7279,1,0.000021066931,0.584962500721,0.584983567652
11414,13481,2,0.000021066931,-0.415037499279,-0.415016432348
11415,17122,1,0.000021065085,0.584962500721,0.584983565807
11415,8561,2,0.000021065085,-0.415037499279,-0.415016434193
11416,7282,1,0.000021063240,0.584962500721,0.584983563961
11416,3641,2,0.000021063240,-0.415037499279,-0.415016436039
11417,17125,1,0.000021061395,0.584962500721,0.584983562116
11417,18404,2,0.000021061395,-0.415037499279,-0.415016437884
11418,7285,1,0.000021059551,0.584962500721,0.584983560272
11418,13484,2,0.000021059551,-0.415037499279,-0.415016439728
11419,17128,1,0.000021057706,0.584962500721,0.584983558427
11419,8564,2,0.000021057706,-0.415037499279,-0.415016441573
11420,7288,1,0.000021055862,0.584962500721,0.584983556583
11420,3644,2,0.000021055862,-0.415037499279,-0.415016443417
11421,17131,1,0.000021054019,0.584962500721,0.584983554740
11421,18407,2,0.000021054019,-0.415037499279,-0.415016445260
11422,7291,1,0.000021052175,0.584962500721,0.584983552896
11422,13487,2,0.000021052175,-0.415037499279,-0.415016447104
11423,17134,1,0.000021050332,0.584962500721,0.584983551053
11423,8567,2,0.000021050332,-0.415037499279,-0.415016448947
11424,7294,1,0.000021048489,0.584962500721,0.584983549211
11424,3647,2,0.000021048489,-0.415037499279,-0.415016450789
11425,17137,1,0.000021046647,0.584962500721,0.584983547368
11425,18410,2,0.000021046647,-0.415037499279,-0.415016452632
11426,7297,1,0.000021044805,0.584962500721,0.584983545526
11426,13490,2,0.000021044805,-0.415037499279,-0.415016454474
11427,17140,1,0.000021042963,0.584962500721,0.584983543684
11427,8570,2,0.000021042963,-0.415037499279,-0.415016456316
11428,7300,1,0.000021041122,0.584962500721,0.584983541843
11428,3650,2,0.000021041122,-0.415037499279,-0.415016458157
11429,17143,1,0.000021039281,0.584962500721,0.584983540002
11429,18413,2,0.000021039281,-0.415037499279,-0.415016459998
11430,7303,1,0.000021037440,0.584962500721,0.584983538161
11430,13493,2,0.000021037440,-0.415037499279,-0.415016461839
11431,17146,1,0.000021035600,0.584962500721,0.584983536321
11431,8573,2,0.000021035600,-0.415037499279,-0.415016463679
11432,7306,1,0.000021033759,0.584962500721,0.584983534481
11432,3653,2,0.000021033759,-0.415037499279,-0.415016465519
11433,17149,1,0.000021031920,0.584962500721,0.584983532641
11433,18416,2,0.000021031920,-0.415037499279,-0.415016467359
11434,7309,1,0.000021030080,0.584962500721,0.584983530801
11434,13496,2,0.000021030080,-0.415037499279,-0.415016469199
11435,17152,1,0.000021028241,0.584962500721,0.584983528962
11435,8576,2,0.000021028241,-0.415037499279,-0.415016471038
11436,7312,1,0.000021026402,0.584962500721,0.584983527123
11436,3656,2,0.000021026402,-0.415037499279,-0.415016472877
11437,17155,1,0.000021024564,0.584962500721,0.584983525285
11437,18419,2,0.000021024564,-0.415037499279,-0.415016474715
11438,7315,1,0.000021022725,0.584962500721,0.584983523447
11438,13499,2,0.000021022725,-0.415037499279,-0.415016476553
11439,17158,1,0.000021020888,0.584962500721,0.584983521609
11439,8579,2,0.000021020888,-0.415037499279,-0.415016478391
11440,7318,1,0.000021019050,0.584962500721,0.584983519771
11440,3659,2,0.000021019050,-0.415037499279,-0.415016480229
11441,17161,1,0.000021017213,0.584962500721,0.584983517934
11441,18422,2,0.000021017213,-0.415037499279,-0.415016482066
11442,7321,1,0.000021015376,0.584962500721,0.584983516097
11442,13502,2,0.000021015376,-0.415037499279,-0.415016483903
11443,17164,1,0.000021013539,0.584962500721,0.584983514260
11443,8582,2,0.000021013539,-0.415037499279,-0.415016485740
11444,7324,1,0.000021011703,0.584962500721,0.584983512424
11444,3662,2,0.000021011703,-0.415037499279,-0.415016487576
