src,dst,kappa,delta,w_raw,w_aug
11066,13220,2,0.000021729462,-0.415037499279,-0.415015769817
11067,16600,1,0.000021727499,0.584962500721,0.584984228220
11067,8300,2,0.000021727499,-0.415037499279,-0.415015771780
11068,6760,1,0.000021725535,0.584962500721,0.584984226257
11068,3380,2,0.000021725535,-0.415037499279,-0.415015773743
11069,16603,1,0.000021723573,0.584962500721,0.584984224294
11069,18143,2,0.000021723573,-0.415037499279,-0.415015775706
11070,6763,1,0.000021721610,0.584962500721,0.584984222331
11070,13223,2,0.000021721610,-0.415037499279,-0.415015777669
11071,16606,1,0.000021719648,0.584962500721,0.584984220369
11071,8303,2,0.000021719648,-0.415037499279,-0.415015779631
11072,6766,1,0.000021717686,0.584962500721,0.584984218407
11072,3383,2,0.000021717686,-0.415037499279,-0.415015781593
11073,16609,1,0.000021715725,0.584962500721,0.584984216446
11073,18146,2,0.000021715725,-0.415037499279,-0.415015783554
11074,6769,1,0.000021713764,0.584962500721,0.584984214485
11074,13226,2,0.000021713764,-0.415037499279,-0.415015785515
11075,16612,1,0.000021711803,0.584962500721,0.584984212524
11075,8306,2,0.000021711803,-0.415037499279,-0.415015787476
11076,6772,1,0.000021709843,0.584962500721,0.584984210564
11076,3386,2,0.000021709843,-0.415037499279,-0.415015789436
11077,16615,1,0.000021707883,0.584962500721,0.584984208604
11077,18149,2,0.000021707883,-0.415037499279,-0.415015791396
11078,6775,1,0.000021705923,0.584962500721,0.584984206644
11078,13229,2,0.000021705923,-0.415037499279,-0.415015793356
11079,16618,1,0.000021703964,0.584962500721,0.584984204685
11079,8309,2,0.000021703964,-0.415037499279,-0.415015795315
11080,6778,1,0.000021702005,0.584962500721,0.584984202726
11080,3389,2,0.000021702005,-0.415037499279,-0.415015797274
11081,16621,1,0.000021700046,0.584962500721,0.584984200768
11081,18152,2,0.000021700046,-0.415037499279,-0.415015799232
11082,6781,1,0.000021698088,0.584962500721,0.584984198809
11082,13232,2,0.000021698088,-0.415037499279,-0.415015801191
11083,16624,1,0.000021696130,0.584962500721,0.584984196852
11083,8312,2,0.000021696130,-0.415037499279,-0.415015803148
11084,6784,1,0.000021694173,0.584962500721,0.584984194894
11084,3392,2,0.000021694173,-0.415037499279,-0.415015805106
11085,16627,1,0.000021692216,0.584962500721,0.584984192937
11085,18155,2,0.000021692216,-0.415037499279,-0.415015807063
11086,6787,1,0.000021690259,0.584962500721,0.584984190980
11086,13235,2,0.000021690259,-0.415037499279,-0.415015809020
11087,16630,1,0.000021688303,0.584962500721,0.584984189024
11087,8315,2,0.000021688303,-0.415037499279,-0.415015810976
11088,6790,1,0.000021686346,0.584962500721,0.584984187068
11088,3395,2,0.000021686346,-0.415037499279,-0.415015812932
11089,16633,1,0.000021684391,0.584962500721,0.584984185112
11089,18158,2,0.000021684391,-0.415037499279,-0.415015814888
11090,6793,1,0.000021682435,0.584962500721,0.584984183156
11090,13238,2,0.000021682435,-0.415037499279,-0.415015816844
11091,16636,1,0.000021680480,0.584962500721,0.584984181201
11091,8318,2,0.000021680480,-0.415037499279,-0.415015818799
11092,6796,1,0.000021678526,0.584962500721,0.584984179247
11092,3398,2,0.000021678526,-0.415037499279,-0.415015820753
11093,16639,1,0.000021676571,0.584962500721,0.584984177292
11093,18161,2,0.000021676571,-0.415037499279,-0.415015822708
11094,6799,1,0.000021674617,0.584962500721,0.584984175338
11094,13241,2,0.000021674617,-0.415037499279,-0.415015824662
11095,16642,1,0.000021672664,0.584962500721,0.584984173385
11095,8321,2,0.000021672664,-0.415037499279,-0.415015826615
11096,6802,1,0.000021670710,0.584962500721,0.584984171432
11096,3401,2,0.000021670710,-0.415037499279,-0.415015828568
11097,16645,1,0.000021668758,0.584962500721,0.584984169479
11097,18164,2,0.000021668758,-0.415037499279,-0.415015830521
11098,6805,1,0.000021666805,0.584962500721,0.584984167526
11098,13244,2,0.000021666805,-0.415037499279,-0.415015832474
11099,16648,1,0.000021664853,0.584962500721,0.584984165574
11099,8324,2,0.000021664853,-0.415037499279,-0.415015834426
11100,6808,1,0.000021662901,0.584962500721,0.584984163622
11100,3404,2,0.000021662901,-0.415037499279,-0.415015836378
11101,16651,1,0.000021660949,0.584962500721,0.584984161671
11101,18167,2,0.000021660949,-0.415037499279,-0.415015838329
11102,6811,1,0.000021658998,0.584962500721,0.584984159719
11102,13247,2,0.000021658998,-0.415037499279,-0.415015840281
11103,16654,1,0.000021657047,0.584962500721,0.584984157769
11103,8327,2,0.000021657047,-0.415037499279,-0.415015842231
11104,6814,1,0.000021655097,0.584962500721,0.584984155818
11104,3407,2,0.000021655097,-0.415037499279,-0.415015844182
11105,16657,1,0.000021653147,0.584962500721,0.584984153868
11105,18170,2,0.000021653147,-0.415037499279,-0.415015846132
11106,6817,1,0.000021651197,0.584962500721,0.584984151918
11106,13250,2,0.000021651197,-0.415037499279,-0.415015848082
11107,16660,1,0.000021649248,0.584962500721,0.584984149969
11107,8330,2,0.000021649248,-0.415037499279,-0.415015850031
11108,6820,1,0.000021647299,0.584962500721,0.584984148020
11108,3410,2,0.000021647299,-0.415037499279,-0.415015851980
11109,16663,1,0.000021645350,0.584962500721,0.584984146071
11109,18173,2,0.000021645350,-0.415037499279,-0.415015853929
11110,6823,1,0.000021643402,0.584962500721,0.584984144123
11110,13253,2,0.000021643402,-0.415037499279,-0.415015855877
11111,16666,1,0.000021641454,0.584962500721,0.584984142175
11111,8333,2,0.000021641454,-0.415037499279,-0.415015857825
11112,6826,1,0.000021639506,0.584962500721,0.584984140227
11112,3413,2,0.000021639506,-0.415037499279,-0.415015859773
11113,16669,1,0.000021637559,0.584962500721,0.584984138280
11113,18176,2,0.000021637559,-0.415037499279,-0.415015861720
11114,6829,1,0.000021635612,0.584962500721,0.584984136333
11114,13256,2,0.000021635612,-0.415037499279,-0.415015863667
11115,16672,1,0.000021633665,0.584962500721,0.584984134386
11115,8336,2,0.000021633665,-0.415037499279,-0.415015865614
11116,6832,1,0.000021631719,0.584962500721,0.584984132440
11116,3416,2,0.000021631719,-0.415037499279,-0.415015867560
11117,16675,1,0.000021629773,0.584962500721,0.584984130494
11117,18179,2,0.000021629773,-0.415037499279,-0.415015869506
11118,6835,1,0.000021627827,0.584962500721,0.584984128549
11118,13259,2,0.000021627827,-0.415037499279,-0.415015871451
11119,16678,1,0.000021625882,0.584962500721,0.584984126603
11119,8339,2,0.000021625882,-0.415037499279,-0.415015873397
11120,6838,1,0.000021623937,0.584962500721,0.584984124659
11120,3419,2,0.000021623937,-0.415037499279,-0.415015875341
11121,16681,1,0.000021621993,0.584962500721,0.584984122714
11121,18182,2,0.000021621993,-0.415037499279,-0.415015877286
11122,6841,1,0.000021620049,0.584962500721,0.584984120770
11122,13262,2,0.000021620049,-0.415037499279,-0.415015879230
11123,16684,1,0.000021618105,0.584962500721,0.584984118826
11123,8342,2,0.000021618105,-0.415037499279,-0.415015881174
11124,6844,1,0.000021616161,0.584962500721,0.584984116883
11124,3422,2,0.000021616161,-0.415037499279,-0.415015883117
11125,16687,1,0.000021614218,0.584962500721,0.584984114940
11125,18185,2,0.000021614218,-0.415037499279,-0.415015885060
11126,6847,1,0.000021612276,0.584962500721,0.584984112997
11126,13265,2,0.000021612276,-0.415037499279,-0.415015887003
11127,16690,1,0.000021610333,0.584962500721,0.584984111054
11127,8345,2,0.000021610333,-0.415037499279,-0.415015888946
11128,6850,1,0.000021608391,0.584962500721,0.584984109112
11128,3425,2,0.000021608391,-0.415037499279,-0.415015890888
11129,16693,1,0.000021606449,0.584962500721,0.584984107171
11129,18188,2,0.000021606449,-0.415037499279,-0.415015892829
11130,6853,1,0.000021604508,0.584962500721,0.584984105229
11130,13268,2,0.000021604508,-0.415037499279,-0.415015894771
11131,16696,1,0.000021602567,0.584962500721,0.584984103288
11131,8348,2,0.000021602567,-0.415037499279,-0.415015896712
11132,6856,1,0.000021600626,0.584962500721,0.584984101348
11132,3428,2,0.000021600626,-0.415037499279,-0.415015898652
11133,16699,1,0.000021598686,0.584962500721,0.584984099407
11133,18191,2,0.000021598686,-0.415037499279,-0.415015900593
11134,6859,1,0.000021596746,0.584962500721,0.584984097467
11134,13271,2,0.000021596746,-0.415037499279,-0.415015902533
11135,16702,1,0.000021594807,0.584962500721,0.584984095528
11135,8351,2,0.000021594807,-0.415037499279,-0.415015904472
11136,6862,1,0.000021592867,0.584962500721,0.584984093588
11136,3431,2,0.000021592867,-0.415037499279,-0.415015906412
11137,16705,1,0.000021590928,0.584962500721,0.584984091650
11137,18194,2,0.000021590928,-0.415037499279,-0.415015908350
11138,6865,1,0.000021588990,0.584962500721,0.584984089711
11138,13274,2,0.000021588990,-0.415037499279,-0.415015910289
11139,16708,1,0.000021587052,0.584962500721,0.584984087773
11139,8354,2,0.000021587052,-0.415037499279,-0.415015912227
11140,6868,1,0.000021585114,0.584962500721,0.584984085835
11140,3434,2,0.000021585114,-0.415037499279,-0.415015914165
11141,16711,1,0.000021583176,0.584962500721,0.584984083897
11141,18197,2,0.000021583176,-0.415037499279,-0.415015916103
11142,6871,1,0.000021581239,0.584962500721,0.584984081960
11142,13277,2,0.000021581239,-0.415037499279,-0.415015918040
11143,16714,1,0.000021579302,0.584962500721,0.584984080023
11143,8357,2,0.000021579302,-0.415037499279,-0.415015919977
11144,6874,1,0.000021577366,0.584962500721,0.584984078087
11144,3437,2,0.000021577366,-0.415037499279,-0.415015921913
11145,16717,1,0.000021575430,0.584962500721,0.584984076151
11145,18200,2,0.000021575430,-0.415037499279,-0.415015923849
11146,6877,1,0.000021573494,0.584962500721,0.584984074215
11146,13280,2,0.000021573494,-0.415037499279,-0.415015925785
11147,16720,1,0.000021571558,0.584962500721,0.584984072280
11147,8360,2,0.000021571558,-0.415037499279,-0.415015927720
11148,6880,1,0.000021569623,0.584962500721,0.584984070344
11148,3440,2,0.000021569623,-0.415037499279,-0.415015929656
11149,16723,1,0.000021567689,0.584962500721,0.584984068410
11149,18203,2,0.000021567689,-0.415037499279,-0.415015931590
11150,6883,1,0.000021565754,0.584962500721,0.584984066475
11150,13283,2,0.000021565754,-0.415037499279,-0.415015933525
11151,16726,1,0.000021563820,0.584962500721,0.584984064541
11151,8363,2,0.000021563820,-0.415037499279,-0.415015935459
11152,6886,1,0.000021561886,0.584962500721,0.584984062608
11152,3443,2,0.000021561886,-0.415037499279,-0.415015937392
11153,16729,1,0.000021559953,0.584962500721,0.584984060674
11153,18206,2,0.000021559953,-0.415037499279,-0.415015939326
11154,6889,1,0.000021558020,0.584962500721,0.584984058741
11154,13286,2,0.000021558020,-0.415037499279,-0.415015941259
11155,16732,1,0.000021556087,0.584962500721,0.584984056809
11155,8366,2,0.000021556087,-0.415037499279,-0.415015943191
11156,6892,1,0.000021554155,0.584962500721,0.584984054876
11156,3446,2,0.000021554155,-0.415037499279,-0.415015945124
11157,16735,1,0.000021552223,0.584962500721,0.584984052944
11157,18209,2,0.000021552223,-0.415037499279,-0.415015947056
11158,6895,1,0.000021550292,0.584962500721,0.584984051013
11158,13289,2,0.000021550292,-0.415037499279,-0.415015948987
11159,16738,1,0.000021548360,0.584962500721,0.584984049081
11159,8369,2,0.000021548360,-0.415037499279,-0.415015950919
11160,6898,1,0.000021546429,0.584962500721,0.584984047150
11160,3449,2,0.000021546429,-0.415037499279,-0.415015952850
11161,16741,1,0.000021544499,0.584962500721,0.584984045220
11161,18212,2,0.000021544499,-0.415037499279,-0.415015954780
11162,6901,1,0.000021542568,0.584962500721,0.584984043290
11162,13292,2,0.000021542568,-0.415037499279,-0.415015956710
11163,16744,1,0.000021540639,0.584962500721,0.584984041360
11163,8372,2,0.000021540639,-0.415037499279,-0.415015958640
11164,6904,1,0.000021538709,0.584962500721,0.584984039430
11164,3452,2,0.000021538709,-0.415037499279,-0.415015960570
11165,16747,1,0.000021536780,0.584962500721,0.584984037501
11165,18215,2,0.000021536780,-0.415037499279,-0.415015962499
11166,6907,1,0.000021534851,0.584962500721,0.584984035572
11166,13295,2,0.000021534851,-0.415037499279,-0.415015964428
11167,16750,1,0.000021532922,0.584962500721,0.584984033644
11167,8375,2,0.000021532922,-0.415037499279,-0.415015966356
11168,6910,1,0.000021530994,0.584962500721,0.584984031715
11168,3455,2,0.000021530994,-0.415037499279,-0.415015968285
11169,16753,1,0.000021529067,0.584962500721,0.584984029788
11169,18218,2,0.000021529067,-0.415037499279,-0.415015970212
11170,6913,1,0.000021527139,0.584962500721,0.584984027860
11170,13298,2,0.000021527139,-0.415037499279,-0.415015972140
11171,16756,1,0.000021525212,0.584962500721,0.584984025933
11171,8378,2,0.000021525212,-0.415037499279,-0.415015974067
11172,6916,1,0.000021523285,0.584962500721,0.584984024006
11172,3458,2,0.000021523285,-0.415037499279,-0.415015975994
11173,16759,1,0.000021521359,0.584962500721,0.584984022080
11173,18221,2,0.000021521359,-0.415037499279,-0.415015977920
11174,6919,1,0.000021519433,0.584962500721,0.584984020154
11174,13301,2,0.000021519433,-0.415037499279,-0.415015979846
11175,16762,1,0.000021517507,0.584962500721,0.584984018228
11175,8381,2,0.000021517507,-0.415037499279,-0.415015981772
11176,6922,1,0.000021515581,0.584962500721,0.584984016303
11176,3461,2,0.000021515581,-0.415037499279,-0.415015983697
11177,16765,1,0.000021513656,0.584962500721,0.584984014378
11177,18224,2,0.000021513656,-0.415037499279,-0.415015985622
11178,6925,1,0.000021511732,0.584962500721,0.584984012453
11178,13304,2,0.000021511732,-0.415037499279,-0.415015987547
11179,16768,1,0.000021509807,0.584962500721,0.584984010528
11179,8384,2,0.000021509807,-0.415037499279,-0.415015989472
11180,6928,1,0.000021507883,0.584962500721,0.584984008604
11180,3464,2,0.000021507883,-0.415037499279,-0.415015991396
11181,16771,1,0.000021505960,0.584962500721,0.584984006681
11181,18227,2,0.000021505960,-0.415037499279,-0.415015993319
11182,6931,1,0.000021504036,0.584962500721,0.584984004757
11182,13307,2,0.000021504036,-0.415037499279,-0.415015995243
11183,16774,1,0.000021502113,0.584962500721,0.584984002834
11183,8387,2,0.000021502113,-0.415037499279,-0.415015997166
11184,6934,1,0.000021500191,0.584962500721,0.584984000912
11184,3467,2,0.000021500191,-0.415037499279,-0.415015999088
11185,16777,1,0.000021498268,0.584962500721,0.584983998989
11185,18230,2,0.000021498268,-0.415037499279,-0.415016001011
11186,6937,1,0.000021496346,0.584962500721,0.584983997068
11186,13310,2,0.000021496346,-0.415037499279,-0.415016002932
11187,16780,1,0.000021494425,0.584962500721,0.584983995146
11187,8390,2,0.000021494425,-0.415037499279,-0.415016004854
11188,6940,1,0.000021492503,0.584962500721,0.584983993225
11188,3470,2,0.000021492503,-0.415037499279,-0.415016006775
11189,16783,1,0.000021490583,0.584962500721,0.584983991304
11189,18233,2,0.000021490583,-0.415037499279,-0.415016008696
11190,6943,1,0.000021488662,0.584962500721,0.584983989383
11190,13313,2,0.000021488662,-0.415037499279,-0.415016010617
11191,16786,1,0.000021486742,0.584962500721,0.584983987463
11191,8393,2,0.000021486742,-0.415037499279,-0.415016012537
11192,6946,1,0.000021484822,0.584962500721,0.584983985543
11192,3473,2,0.000021484822,-0.415037499279,-0.415016014457
11193,16789,1,0.000021482902,0.584962500721,0.584983983623
11193,18236,2,0.000021482902,-0.415037499279,-0.415016016377
11194,6949,1,0.000021480983,0.584962500721,0.584983981704
11194,13316,2,0.000021480983,-0.415037499279,-0.415016018296
11195,16792,1,0.000021479064,0.584962500721,0.584983979785
11195,8396,2,0.000021479064,-0.415037499279,-0.415016020215
11196,6952,1,0.000021477146,0.584962500721,0.584983977867
11196,3476,2,0.000021477146,-0.415037499279,-0.415016022133
11197,16795,1,0.000021475227,0.584962500721,0.584983975949
11197,18239,2,0.000021475227,-0.415037499279,-0.415016024051
11198,6955,1,0.000021473310,0.584962500721,0.584983974031
11198,13319,2,0.000021473310,-0.415037499279,-0.415016025969
11199,16798,1,0.000021471392,0.584962500721,0.584983972113
11199,8399,2,0.000021471392,-0.415037499279,-0.415016027887
11200,6958,1,0.000021469475,0.584962500721,0.584983970196
11200,3479,2,0.000021469475,-0.415037499279,-0.415016029804
11201,16801,1,0.000021467558,0.584962500721,0.584983968279
11201,18242,2,0.000021467558,-0.415037499279,-0.415016031721
11202,6961,1,0.000021465642,0.584962500721,0.584983966363
11202,13322,2,0.000021465642,-0.415037499279,-0.415016033637
11203,16804,1,0.000021463725,0.584962500721,0.584983964447
11203,8402,2,0.000021463725,-0.415037499279,-0.415016035553
11204,6964,1,0.000021461810,0.584962500721,0.584983962531
11204,3482,2,0.000021461810,-0.415037499279,-0.415016037469
11205,16807,1,0.000021459894,0.584962500721,0.584983960615
11205,18245,2,0.000021459894,-0.415037499279,-0.415016039385
11206,6967,1,0.000021457979,0.584962500721,0.584983958700
11206,13325,2,0.000021457979,-0.415037499279,-0.415016041300
11207,16810,1,0.000021456064,0.584962500721,0.584983956786
11207,8405,2,0.000021456064,-0.415037499279,-0.415016043214
11208,6970,1,0.000021454150,0.584962500721,0.584983954871
11208,3485,2,0.000021454150,-0.415037499279,-0.415016045129
11209,16813,1,0.000021452236,0.584962500721,0.584983952957
11209,18248,2,0.000021452236,-0.415037499279,-0.415016047043
11210,6973,1,0.000021450322,0.584962500721,0.584983951043
11210,13328,2,0.000021450322,-0.415037499279,-0.415016048957
11211,16816,1,0.000021448409,0.584962500721,0.584983949130
11211,8408,2,0.000021448409,-0.415037499279,-0.415016050870
11212,6976,1,0.000021446496,0.584962500721,0.584983947217
11212,3488,2,0.000021446496,-0.415037499279,-0.415016052783
11213,16819,1,0.000021444583,0.584962500721,0.584983945304
11213,18251,2,0.000021444583,-0.415037499279,-0.415016054696
11214,6979,1,0.000021442671,0.584962500721,0.584983943392
11214,13331,2,0.000021442671,-0.415037499279,-0.415016056608
11215,16822,1,0.000021440759,0.584962500721,0.584983941480
11215,8411,2,0.000021440759,-0.415037499279,-0.415016058520
11216,6982,1,0.000021438847,0.584962500721,0.584983939568
11216,3491,2,0.000021438847,-0.415037499279,-0.415016060432
11217,16825,1,0.000021436936,0.584962500721,0.584983937657
11217,18254,2,0.000021436936,-0.415037499279,-0.415016062343
11218,6985,1,0.000021435024,0.584962500721,0.584983935746
11218,13334,2,0.000021435024,-0.415037499279,-0.415016064254
11219,16828,1,0.000021433114,0.584962500721,0.584983933835
11219,8414,2,0.000021433114,-0.415037499279,-0.415016066165
11220,6988,1,0.000021431203,0.584962500721,0.584983931925
11220,3494,2,0.000021431203,-0.415037499279,-0.415016068075
11221,16831,1,0.000021429293,0.584962500721,0.584983930015
11221,18257,2,0.000021429293,-0.415037499279,-0.415016069985
11222,6991,1,0.000021427384,0.584962500721,0.584983928105
11222,13337,2,0.000021427384,-0.415037499279,-0.415016071895
11223,16834,1,0.000021425475,0.584962500721,0.584983926196
11223,8417,2,0.000021425475,-0.415037499279,-0.415016073804
11224,6994,1,0.000021423566,0.584962500721,0.584983924287
11224,3497,2,0.000021423566,-0.415037499279,-0.415016075713
11225,16837,1,0.000021421657,0.584962500721,0.584983922378
11225,18260,2,0.000021421657,-0.415037499279,-0.415016077622
11226,6997,1,0.000021419749,0.584962500721,0.584983920470
11226,13340,2,0.000021419749,-0.415037499279,-0.415016079530
11227,16840,1,0.000021417841,0.584962500721,0.584983918562
11227,8420,2,0.000021417841,-0.415037499279,-0.415016081438
11228,7000,1,0.000021415933,0.584962500721,0.584983916654
11228,3500,2,0.000021415933,-0.415037499279,-0.415016083346
11229,16843,1,0.000021414026,0.584962500721,0.584983914747
11229,18263,2,0.000021414026,-0.415037499279,-0.415016085253
11230,7003,1,0.000021412119,0.584962500721,0.584983912840
11230,13343,2,0.000021412119,-0.415037499279,-0.415016087160
11231,16846,1,0.000021410212,0.584962500721,0.584983910933
11231,8423,2,0.000021410212,-0.415037499279,-0.415016089067
11232,7006,1,0.000021408306,0.584962500721,0.584983909027
11232,3503,2,0.000021408306,-0.415037499279,-0.415016090973
11233,16849,1,0.000021406400,0.584962500721,0.584983907121
11233,18266,2,0.000021406400,-0.415037499279,-0.415016092879
11234,7009,1,0.000021404495,0.584962500721,0.584983905216
11234,13346,2,0.000021404495,-0.415037499279,-0.415016094784
11235,16852,1,0.000021402589,0.584962500721,0.584983903310
11235,8426,2,0.000021402589,-0.415037499279,-0.415016096690
11236,7012,1,0.000021400684,0.584962500721,0.584983901406
11236,3506,2,0.000021400684,-0.415037499279,-0.415016098594
11237,16855,1,0.000021398780,0.584962500721,0.584983899501
11237,18269,2,0.000021398780,-0.415037499279,-0.415016100499
11238,7015,1,0.000021396876,0.584962500721,0.584983897597
11238,13349,2,0.000021396876,-0.415037499279,-0.415016102403
11239,16858,1,0.000021394972,0.584962500721,0.584983895693
11239,8429,2,0.000021394972,-0.415037499279,-0.415016104307
11240,7018,1,0.000021393068,0.584962500721,0.584983893789
11240,3509,2,0.000021393068,-0.415037499279,-0.415016106211
11241,16861,1,0.000021391165,0.584962500721,0.584983891886
11241,18272,2,0.000021391165,-0.415037499279,-0.415016108114
11242,7021,1,0.000021389262,0.584962500721,0.584983889983
11242,13352,2,0.000021389262,-0.415037499279,-0.415016110017
11243,16864,1,0.000021387360,0.584962500721,0.584983888081
11243,8432,2,0.000021387360,-0.415037499279,-0.415016111919
11244,7024,1,0.000021385457,0.584962500721,0.584983886179
11244,3512,2,0.000021385457,-0.415037499279,-0.415016113821
11245,16867,1,0.000021383556,0.584962500721,0.584983884277
11245,18275,2,0.000021383556,-0.415037499279,-0.415016115723
11246,7027,1,0.000021381654,0.584962500721,0.584983882375
11246,13355,2,0.000021381654,-0.415037499279,-0.415016117625
11247,16870,1,0.000021379753,0.584962500721,0.584983880474
11247,8435,2,0.000021379753,-0.415037499279,-0.415016119526
11248,7030,1,0.000021377852,0.584962500721,0.584983878573
11248,3515,2,0.000021377852,-0.415037499279,-0.415016121427
11249,16873,1,0.000021375952,0.584962500721,0.584983876673
11249,18278,2,0.000021375952,-0.415037499279,-0.415016123327
11250,7033,1,0.000021374051,0.584962500721,0.584983874773
11250,13358,2,0.000021374051,-0.415037499279,-0.415016125227
11251,16876,1,0.000021372152,0.584962500721,0.584983872873
11251,8438,2,0.000021372152,-0.415037499279,-0.415016127127
11252,7036,1,0.000021370252,0.584962500721,0.584983870973
11252,3518,2,0.000021370252,-0.415037499279,-0.415016129027
11253,16879,1,0.000021368353,0.584962500721,0.584983869074
11253,18281,2,0.000021368353,-0.415037499279,-0.415016130926
11254,7039,1,0.000021366454,0.584962500721,0.584983867175
11254,13361,2,0.000021366454,-0.415037499279,-0.415016132825
11255,16882,1,0.000021364556,0.584962500721,0.584983865277
11255,8441,2,0.000021364556,-0.415037499279,-0.415016134723
11256,7042,1,0.000021362658,0.584962500721,0.584983863379
11256,3521,2,0.000021362658,-0.415037499279,-0.415016136621
11257,16885,1,0.000021360760,0.584962500721,0.584983861481
11257,18284,2,0.000021360760,-0.415037499279,-0.415016138519
11258,7045,1,0.000021358862,0.584962500721,0.584983859584
11258,13364,2,0.000021358862,-0.415037499279,-0.415016140416
11259,16888,1,0.000021356965,0.584962500721,0.584983857686
11259,8444,2,0.000021356965,-0.415037499279,-0.415016142314
11260,7048,1,0.000021355069,0.584962500721,0.584983855790
11260,3524,2,0.000021355069,-0.415037499279,-0.415016144210
11261,16891,1,0.000021353172,0.584962500721,0.584983853893
11261,18287,2,0.000021353172,-0.415037499279,-0.415016146107
11262,7051,1,0.000021351276,0.584962500721,0.584983851997
11262,13367,2,0.000021351276,-0.415037499279,-0.415016148003
11263,16894,1,0.000021349380,0.584962500721,0.584983850101
11263,8447,2,0.000021349380,-0.415037499279,-0.415016149899
11264,7054,1,0.000021347485,0.584962500721,0.584983848206
11264,3527,2,0.000021347485,-0.415037499279,-0.415016151794
11265,16897,1,0.000021345590,0.584962500721,0.584983846311
11265,18290,2,0.000021345590,-0.415037499279,-0.415016153689
11266,7057,1,0.000021343695,0.584962500721,0.584983844416
11266,13370,2,0.000021343695,-0.415037499279,-0.415016155584
11267,16900,1,0.000021341800,0.584962500721,0.584983842522
11267,8450,2,0.000021341800,-0.415037499279,-0.415016157478
11268,7060,1,0.000021339906,0.584962500721,0.584983840628
11268,3530,2,0.000021339906,-0.415037499279,-0.415016159372
11269,16903,1,0.000021338013,0.584962500721,0.584983838734
11269,18293,2,0.000021338013,-0.415037499279,-0.415016161266
11270,7063,1,0.000021336119,0.584962500721,0.584983836840
11270,13373,2,0.000021336119,-0.415037499279,-0.415016163160
11271,16906,1,0.000021334226,0.584962500721,0.584983834947
11271,8453,2,0.000021334226,-0.415037499279,-0.415016165053
11272,7066,1,0.000021332333,0.584962500721,0.584983833055
11272,3533,2,0.000021332333,-0.415037499279,-0.415016166945
11273,16909,1,0.000021330441,0.584962500721,0.584983831162
11273,18296,2,0.000021330441,-0.415037499279,-0.415016168838
11274,7069,1,0.000021328549,0.584962500721,0.584983829270
11274,13376,2,0.000021328549,-0.415037499279,-0.415016170730
11275,16912,1,0.000021326657,0.584962500721,0.584983827378
11275,8456,2,0.000021326657,-0.415037499279,-0.415016172622
11276,7072,1,0.000021324766,0.584962500721,0.584983825487
11276,3536,2,0.000021324766,-0.415037499279,-0.415016174513
11277,16915,1,0.000021322875,0.584962500721,0.584983823596
11277,18299,2,0.000021322875,-0.415037499279,-0.415016176404
11278,7075,1,0.000021320984,0.584962500721,0.584983821705
11278,13379,2,0.000021320984,-0.415037499279,-0.415016178295
11279,16918,1,0.000021319094,0.584962500721,0.584983819815
11279,8459,2,0.000021319094,-0.415037499279,-0.415016180185
11280,7078,1,0.000021317204,0.584962500721,0.584983817925
11280,3539,2,0.000021317204,-0.415037499279,-0.415016182075
11281,16921,1,0.000021315314,0.584962500721,0.584983816035
11281,18302,2,0.000021315314,-0.415037499279,-0.415016183965
11282,7081,1,0.000021313424,0.584962500721,0.584983814146
11282,13382,2,0.000021313424,-0.415037499279,-0.415016185854
11283,16924,1,0.000021311535,0.584962500721,0.584983812257
11283,8462,2,0.000021311535,-0.415037499279,-0.415016187743
11284,7084,1,0.000021309647,0.584962500721,0.584983810368
11284,3542,2,0.000021309647,-0.415037499279,-0.415016189632
11285,16927,1,0.000021307758,0.584962500721,0.584983808479
11285,18305,2,0.000021307758,-0.415037499279,-0.415016191521
11286,7087,1,0.000021305870,0.584962500721,0.584983806591
11286,13385,2,0.000021305870,-0.415037499279,-0.415016193409
11287,16930,1,0.000021303982,0.584962500721,0.584983804704
11287,8465,2,0.000021303982,-0.415037499279,-0.415016195296
11288,7090,1,0.000021302095,0.584962500721,0.584983802816
11288,3545,2,0.000021302095,-0.415037499279,-0.415016197184
11289,16933,1,0.000021300208,0.584962500721,0.584983800929
11289,18308,2,0.000021300208,-0.415037499279,-0.415016199071
11290,7093,1,0.000021298321,0.584962500721,0.584983799042
11290,13388,2,0.000021298321,-0.415037499279,-0.415016200958
11291,16936,1,0.000021296435,0.584962500721,0.584983797156
11291,8468,2,0.000021296435,-0.415037499279,-0.415016202844
11292,7096,1,0.000021294549,0.584962500721,0.584983795270
11292,3548,2,0.000021294549,-0.415037499279,-0.415016204730
11293,16939,1,0.000021292663,0.584962500721,0.584983793384
11293,18311,2,0.000021292663,-0.415037499279,-0.415016206616
11294,7099,1,0.000021290778,0.584962500721,0.584983791499
11294,13391,2,0.000021290778,-0.415037499279,-0.415016208501
11295,16942,1,0.000021288893,0.584962500721,0.584983789614
11295,8471,2,0.000021288893,-0.415037499279,-0.415016210386
11296,7102,1,0.000021287008,0.584962500721,0.584983787729
11296,3551,2,0.000021287008,-0.415037499279,-0.415016212271
11297,16945,1,0.000021285124,0.584962500721,0.584983785845
11297,18314,2,0.000021285124,-0.415037499279,-0.415016214155
11298,7105,1,0.000021283240,0.584962500721,0.584983783961
11298,13394,2,0.000021283240,-0.415037499279,-0.415016216039
